protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,20.22,1.23,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,24.59,1.08,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,21.17,0.65,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,19.16,0.80,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,21.16,0.75,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,21.61,0.39,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,21.80,0.89,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,21.82,0.34,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,100.96,0.94,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,19.10,0.57,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,21.48,0.54,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,18.09,0.83,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,20.02,0.94,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,22.70,0.50,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,115.50,0.52,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,21.01,0.93,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,119.22,0.53,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,306.06,0.23,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,113.45,0.23,0.00,4595,15270
TLSv1.3,TLS_AES_128_GCM_SHA256,110.78,0.53,0.00,4595,15270
