protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,106.43,0.62,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,316.97,0.08,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,367.25,0.37,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,11.01,0.54,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,12.73,0.29,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,350.58,1.65,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,12.53,0.20,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,389.01,0.23,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,11.67,0.71,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,15.60,0.26,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,12.85,0.23,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,9.94,0.41,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,135.65,0.28,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,13.11,0.54,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,14.08,0.26,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,11.69,0.58,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,17.66,0.50,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,15.84,0.26,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,107.83,0.25,0.00,2420,8360
TLSv1.3,TLS_AES_128_GCM_SHA256,306.85,0.34,0.00,2420,8360
