protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_256_GCM_SHA384,44.10,0.00,5.03,138,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,46.55,0.00,5.76,139,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,45.50,0.00,4.45,138,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,46.61,0.00,5.61,139,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,49.71,0.00,5.90,139,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,52.55,0.00,6.42,139,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,47.10,0.00,6.08,138,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,49.59,0.00,6.53,139,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,41.52,0.00,4.50,138,1551
TLSv1.3,TLS_AES_256_GCM_SHA384,47.78,0.00,5.92,139,1551
