protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,8.76,0.00,0.28,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,411.81,0.00,0.29,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,197.98,0.00,0.24,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,8.70,0.00,0.23,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,206.67,0.00,0.28,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,8.31,0.00,0.33,70,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,207.29,0.00,0.24,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,427.38,0.00,0.26,70,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,7.48,0.00,0.24,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,6.51,0.00,0.27,70,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,207.09,0.00,0.31,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,206.88,0.00,0.27,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,38.34,0.00,0.34,70,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,33.90,0.00,0.29,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,19.75,0.00,0.32,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,195.87,0.00,0.25,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,206.94,0.00,0.30,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,21.14,0.00,0.21,70,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,125.44,0.00,0.24,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,95.72,0.00,0.22,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,72.03,0.00,0.55,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,224.66,0.00,0.25,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,206.90,0.00,0.24,70,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,153.79,0.00,0.24,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,22.79,0.00,0.32,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,208.15,0.00,0.28,70,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,206.29,0.00,0.28,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,18.03,0.00,0.35,72,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,36.29,0.00,0.25,71,1287
TLSv1.3,TLS_AES_128_GCM_SHA256,207.10,0.00,0.25,72,1287
