protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,2.13,0.00,0.14,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.85,0.00,0.10,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.74,0.00,0.20,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.57,0.00,0.10,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.56,0.00,0.09,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.62,0.00,0.14,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.57,0.00,0.09,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.75,0.00,0.10,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,1.65,0.00,0.12,2420,8336
TLSv1.3,TLS_AES_128_GCM_SHA256,2.18,0.00,0.16,2420,8336
