protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,92.19,0.10,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,81.61,0.11,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,70.61,0.09,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,70.93,0.07,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,115.81,0.12,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,82.27,0.08,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,90.30,0.09,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,89.70,0.11,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,90.46,0.07,0.00,2420,8348
TLSv1.3,TLS_AES_128_GCM_SHA256,107.91,0.23,0.00,2420,8348
