protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,68.08,0.00,0.26,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,88.40,0.00,0.24,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,84.61,0.00,0.23,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,83.93,0.00,0.28,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,117.68,0.00,0.40,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,111.92,0.00,0.24,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,93.08,0.00,0.26,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,87.43,0.00,0.26,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,79.45,0.00,0.24,4595,15258
TLSv1.3,TLS_AES_128_GCM_SHA256,96.83,0.00,0.23,4595,15258
