protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,9.47,0.00,0.25,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,7.11,0.00,0.41,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,7.21,0.00,0.36,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,7.24,0.00,0.23,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,7.10,0.00,0.33,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,7.10,0.00,0.31,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,6.64,0.00,0.38,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,6.58,0.00,0.28,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,6.27,0.00,0.25,4595,15264
TLSv1.3,TLS_AES_128_GCM_SHA256,6.20,0.00,0.32,4595,15264
