protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,4.42,0.45,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,3.99,0.66,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,4.07,0.38,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,5.26,0.76,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,7.13,0.77,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,3.91,0.30,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,4.46,0.79,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,4.84,0.38,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,5.40,1.67,0.00,3293,11380
TLSv1.3,TLS_AES_128_GCM_SHA256,4.03,0.57,0.00,3293,11380
