protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,5.35,0.00,0.21,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,4.01,0.00,0.13,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,4.66,0.00,0.11,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,3.84,0.00,0.17,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,4.17,0.00,0.12,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,3.91,0.00,0.13,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,4.16,0.00,0.17,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,4.52,0.00,0.21,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,4.21,0.00,0.20,2420,8354
TLSv1.3,TLS_AES_128_GCM_SHA256,4.90,0.00,0.17,2420,8354
