protocol,cipher_suite,handshake_ms,signing_ms,verification_ms,signature_bytes,certificate_bytes
TLSv1.3,TLS_AES_128_GCM_SHA256,27.69,1.98,0.00,103,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,18.97,1.73,0.00,103,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,12.66,0.51,0.00,103,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,14.04,1.27,0.00,102,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,20.27,2.26,0.00,103,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,34.24,2.15,0.00,102,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,15.02,1.78,0.00,103,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,20.24,1.76,0.00,104,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,24.88,2.17,0.00,102,1401
TLSv1.3,TLS_AES_128_GCM_SHA256,16.60,2.08,0.00,104,1401
